"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-19","2.9",",,W",,,"7.1",",,W,2400","0.0",",,W","0.0",",,W","7.0","H,,S","7.2",",,W","0.6",",,W","  300",",,W","  260",",,W","8.1",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-20","5.8",",,W",,,"1.5",",,W,2400","10.0",",,W","0.0","T,,W","0.5","H,,S","1.7",",,W","-1.6",",,W","  290",",,W","  300",",,W","9.4",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-21","7.3",",,W",,,"2.3",",,W,2400","48.0",",,W","30.0",",,W","-1.2","H,,S","-0.5",",,W","-3.2",",,W","  350",",,W","  350",",,W","10.7",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-22","5.7",",,W",,,"0.0",",,W,2400","0.0",",,W","50.0",",,W","-1.1","H,,S","4.4",",,W","-5.5",",,W","  340",",,W","  340",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-23","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0","T,,W","-0.4","H,,S","8.3",",,W","-8.8",",,W","  320",",,W","  310",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-24","3.5",",,W",,,"0.0","T,,W,2400","0.0","T,,W","0.0","T,,W","0.8","H,,S","5.6",",,W","-6.0",",,W","  110",",,W","  110",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-25","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0","T,,W","6.4","H,,S","13.3",",,W","1.1",",,W","   60",",,W","   50",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-26","1.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","6.7","H,,S","15.6",",,W","-4.9",",,W","   10",",,W","   40",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-27","1.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","7.9","H,,S","20.0",",,W","-4.9",",,W","   30",",,W","   70",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-28","3.9",",,W",,,"0.8",",,W,2400","0.0",",,W","0.0",",,W","10.9","H,,S","15.6",",,W","-2.1",",,W","  350",",,W","  350",",,W","8.9",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-29","1.9",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","5.7","H,,S","16.1",",,W","-3.8",",,W","  100",",,W","  110",",,W","5.4",",,W","8.1",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-04-30","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","11.1","H,,S","21.7",",,W","0.0",",,W","  130",",,W","  160",",,W","6.3",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-01","2.2",",,W",,,"3.3",",,W,2400","0.0",",,W","0.0",",,W","14.1","H,,S","21.1",",,W","2.2",",,W","  270",",,W","  190",",,W","6.7",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-02","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","14.8","H,,S","27.8",",,W","2.2",",,W","  270",",,W","  270",",,W","9.4",",,W","14.3",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-03","4.3",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","16.4","H,,S","19.4",",,W","2.2",",,W","  300",",,W","  300",",,W","10.7",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-04","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","9.6","H,,S","18.3",",,W","-1.0",",,W","  290",",,W","  300",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-05","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","10.7","H,,S","23.3",",,W","-2.1",",,W","  140",",,W","  140",",,W","8.1",",,W","12.5",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-06","3.7",",,W",,,"5.1",",,W,2400","0.0",",,W","0.0",",,W","13.4","H,,S","20.6",",,W","5.6",",,W","  140",",,W","  140",",,W","7.6",",,W","9.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-07","4.6",",,W",,,"8.4",",,W,2400","0.0",",,W","0.0",",,W","16.3","H,,S","20.6",",,W","4.4",",,W","  280",",,W","  280",",,W","9.8",",,W","13.4",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-08","5.0",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","5.5","H,,S","7.8",",,W","1.7",",,W","  320",",,W","  340",",,W","7.6",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-09","3.6",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","4.8","H,,S","10.6",",,W","1.7",",,W","   40",",,W","   30",",,W","5.8",",,W","8.5",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-10","4.7",",,W",,,"3.3",",,W,2400","0.0",",,W","0.0",",,W","5.9","H,,S","8.9",",,W","3.9",",,W","   80",",,W","   90",",,W","8.9",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-11","5.9",",,W",,,"14.0",",,W,2400","0.0","T,,W","0.0",",,W","4.4","H,,S","4.4",",,W","1.1",",,W","   60",",,W","   60",",,W","9.4",",,W","13.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-12","3.4",",,W",,,"1.5",",,W,2400","0.0","T,,W","0.0",",,W","3.5","H,,S","9.4",",,W","-1.0",",,W","  360",",,W","   20",",,W","7.2",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-13","3.2",",,W",,,"2.8",",,W,2400","0.0",",,W","0.0",",,W","4.1","H,,S","8.9",",,W","-1.6",",,W","  110",",,W","  140",",,W","7.2",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-14","3.4",",,W",,,"14.5",",,W,2400","0.0",",,W","0.0",",,W","8.6","H,,S","15.0",",,W","5.6",",,W","  120",",,W","  200",",,W","7.2",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-15","1.5",",,W",,,"0.5",",,W,2400","0.0",",,W","0.0",",,W","9.5","H,,S","16.1",",,W","4.4",",,W","  240",",,W","  250",",,W","4.5",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-16","2.7",",,W",,,"4.6",",,W,2400","0.0",",,W","0.0",",,W","12.2","H,,S","23.3",",,W","1.1",",,W","  130",",,W","  130",",,W","6.3",",,W","8.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-17","4.3",",,W",,,"27.4",",,W,2400","0.0",",,W","0.0",",,W","16.0","H,,S","21.7",",,W","5.0",",,W","  190",",,W","  180",",,W","9.4",",,W","15.7",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-18","6.4",",,W",,,"18.3",",,W,2400","0.0","T,,W","0.0",",,W","4.6","H,,S","5.0",",,W","0.6",",,W","  360",",,W","  360",",,W","9.8",",,W","14.8",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-19","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","4.9","H,,S","13.9",",,W","-2.1",",,W","  330",",,W","  330",",,W","7.6",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-20","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","8.8","H,,S","21.1",",,W","-1.6",",,W","  290",",,W","  290",",,W","7.2",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-21","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","13.1","H,,S","17.8",",,W","1.1",",,W","  330",",,W","  340",",,W","7.6",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-22","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","11.2","H,,S","23.9",",,W","-1.0",",,W","  280",",,W","  270",",,W","7.6",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-23","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","17.6","H,,S","26.7",",,W","7.2",",,W","  290",",,W","  250",",,W","5.8",",,W","8.5",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-24","1.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","17.3","H,,S","26.1",",,W","5.6",",,W","   40",",,W","  290",",,W","3.6",",,W","5.4",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-25","0.9",",,W",,,"0.3",",,W,2400","0.0",",,W","0.0",",,W","15.5","H,,S","18.9",",,W","10.6",",,W","  130",",,W","  130",",,W","4.5",",,W","5.8",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-26","1.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","15.0","H,,S","25.0",",,W","5.0",",,W","  210",",,W","  180",",,W","4.5",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-27","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","17.5","H,,S","25.6",",,W","7.2",",,W","  330",",,W","  340",",,W","7.6",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-28","2.6",",,W",,,"13.5",",,W,2400","0.0",",,W","0.0",",,W","13.7","H,,S","18.3",",,W","9.4",",,W","  120",",,W","  120",",,W","6.3",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-29","5.1",",,W",,,"4.3",",,W,2400","0.0",",,W","0.0",",,W","13.4","H,,S","15.6",",,W","4.4",",,W","  330",",,W","  350",",,W","8.9",",,W","11.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-30","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","6.5","H,,S","12.2",",,W","-0.5",",,W","  340",",,W","  340",",,W","8.1",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-05-31","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","7.9","H,,S","17.2",",,W","-0.5",",,W","  130",",,W","  170",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-01","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","11.1","H,,S","21.7",",,W","-1.0",",,W","  140",",,W","  150",",,W","8.1",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-02","2.4",",,W",,,"14.7",",,W,2400","0.0",",,W","0.0",",,W","15.3","H,,S","18.9",",,W","12.2",",,W","  140",",,W","  140",",,W","6.3",",,W","8.5",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-03","2.5",",,W",,,"5.6",",,W,2400","0.0",",,W","0.0",",,W","15.8","H,,S","18.9",",,W","13.3",",,W","  150",",,W","  150",",,W","5.8",",,W","7.2",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-04","3.3",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","16.6","H,,S","21.7",",,W","8.9",",,W","   40",",,W","   30",",,W","7.2",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-05","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","15.0","H,,S","22.8",",,W","6.1",",,W","   80",",,W","   30",",,W","5.8",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-06","3.4",",,W",,,"22.4",",,W,2400","0.0",",,W","0.0",",,W","14.6","H,,S","21.7",",,W","6.7",",,W","  140",",,W","  140",",,W","9.8",",,W","12.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-07","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","16.2","H,,S","23.3",",,W","12.8",",,W","  290",",,W","  320",",,W","6.7",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-08","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","17.3","H,,S","21.7",",,W","7.8",",,W","  290",",,W","  280",",,W","5.4",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-09","3.2",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","16.2","H,,S","27.8",",,W","6.7",",,W","  340",",,W","  310",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-10","3.8",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","17.5","H,,S","22.8",",,W","7.2",",,W","  320",",,W","  330",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-11","1.1",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W","16.2","H,,S","26.1",",,W","6.1",",,W","  280",",,W","  310",",,W","4.5",",,W","5.8",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-12","1.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","18.0","H,,S","27.2",",,W","6.1",",,W","  290",",,W","  260",",,W","4.5",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-13","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","20.6","H,,S","26.7",",,W","10.6",",,W","  140",",,W","  140",",,W","8.9",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-14","2.4",",,W",,,"1.8",",,W,2400","0.0",",,W","0.0",",,W","18.8","H,,S","23.9",",,W","9.4",",,W","  330",",,W","  320",",,W","7.2",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","2015-06-15","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W","14.3","H,,S","19.4",",,W","3.3",",,W","  330",",,W","  320",",,W","9.4",",,W","11.6",",,W",,,,,,,,,,,,,,,,
